0 4.0620 hong
1 4.0114 kong
2 2.3302 set
3 4.0620 quarantin
4 4.1875 camp
5 7.6469 rumour
6 3.8544 prompt
7 4.9307 panic
8 4.8693 bui
9 9.4543 huw
10 9.4543 watkin
11 4.1144 pictur
12 2.6795 april
13 3.0967 afp
14 1.7435 author
15 2.6341 move
16 3.3882 effort
17 3.4885 contain
18 4.3458 deadli
19 6.0620 viral
20 4.8104 epidem
21 2.0967 tuesdai
22 2.6405 former
23 3.0031 british
24 5.7539 coloni
25 3.3882 declar
26 3.6729 infect
27 2.5717 area
28 6.2064 increasingli
29 5.9949 nervou
30 4.3882 popul
31 2.2944 death
32 3.9307 toll
33 6.3668 climb
34 2.4375 number
35 1.4154 report
36 3.3046 sever
37 3.8104 acut
38 3.5474 respiratori
39 3.7819 syndrom
40 3.6729 sar
41 8.1324 soar
42 4.4543 web
43 2.5901 site
44 1.3122 sai
45 2.2159 run
46 6.8693 supermarket
47 2.5354 continu
48 6.1324 driven
49 5.5001 unidentifi
50 3.9624 viru
51 2.7061 caus
52 4.6729 pneumonia
53 3.2351 diseas
54 8.1324 significantli
55 5.0967 reduc
56 1.0598 peopl
57 3.5474 street
58 4.7539 crowd
59 2.1782 citi
60 3.5236 creat
61 4.2645 scene
62 3.6341 term
63 3.6088 resid
64 4.0793 describ
65 5.3668 unpreced
66 5.9949 shop
67 4.5963 afternoon
68 2.3775 place
69 6.9949 jam
70 5.6469 pack
71 4.3668 wait
72 7.8693 queue
73 6.8693 easili
74 2.3406 hour
75 0.1358 said
76 4.8997 wouldn
77 5.2448 certainli
78 6.8693 tens
79 6.6469 quantiti
80 4.1875 food
81 3.6994 water
82 4.3882 wear
83 2.4487 face
84 5.1324 mask
85 5.0620 clearli
86 8.8693 agit
87 1.6182 govern
88 4.4770 dismiss
89 6.6469 coincid
90 8.1324 fool
91 1.4375 dai
92 5.1324 reportedli
93 2.5717 appear
94 3.4319 popular
95 5.0280 chines
96 5.2844 languag
97 5.8693 ming
98 6.9949 pao
99 3.4209 newspap
100 7.2844 bogu
101 1.9347 take
102 5.3250 opportun
103 3.4319 inform
104 8.8693 categor
105 2.2497 plan
106 3.2744 director
107 2.4828 health
108 7.6469 margaret
109 8.4543 chan
110 4.8104 airport
111 9.4543 extern
112 4.5474 transport
113 2.2995 part
114 2.0749 world
115 6.0620 usual
116 3.3354 schedul
117 4.5474 normal
118 3.5236 deni
119 3.0706 respons
120 2.9786 taken
121 3.5717 matter
122 2.4209 polic
123 4.6994 reserv
124 3.1324 legal
125 3.4543 action
126 9.4543 hacker
127 7.6469 leung
128 3.9949 deputi
129 3.9151 meanwhil
130 3.2645 hundr
131 6.3668 confin
